title,status,translatorID,label,creator,target,minVersion,maxVersion,priority,inRepository,translatorType,browserSupport,lastUpdated,url1,globalRank,country,countryRank,url2,url3
PubMed.js,Normal,3d0231ce-fd4b-478c-b1d3-840389e5b68c,PubMed,Philipp Zumstein,^https?://([^/]+[-.])?(www|preview)[-.]ncbi[-.]nlm[-.]nih[-.]gov[^/]*/(m/)?(books|pubmed|sites/pubmed|sites/entrez|entrez/query\.fcgi\?.*db=PubMed|myncbi/browse/collection/?|myncbi/collections/),3,,100,TRUE,12,gcsibv,9/7/2015 18:20,www.ncbi.nlm.nih.gov???€? NCBI???€? Literature,,,,www.ncbi.nlm.nih.gov???€? NCBI???€? Literature,www.nlm.nih.gov???€? MEDLINE/PubMed Resources
Pubget.js,Normal,f520b141-9ce8-42f4-93ec-a39e375a9516,Pubget,Sebastian Karcher,^https?://pubget\.com/(search|journals|paper|mesh_browser),3,,100,TRUE,4,gcsibv,6/3/2017 17:53,pubget.com,,,,https://en.wikipedia.org/wiki/Pubget,https://www.easycounter.com/report/pubget.com.s3-website-us-east-1...
Publications du Quebec.js,Normal,22d0bede-8db5-4656-9b9a-7d682ec1335d,Publications du Qu??bec,Marc Lajoie,^https?://(www\.)?legisquebec\.gouv\.qc\.ca/,3,,100,TRUE,4,gcsibv,6/3/2017 15:38,https://www.booking.com,109,United States,235,https://www.kensaq.com/Du Website/See_More,https://www.bedroomvillas.com
PyPI.js,Normal,94a8328a-ec87-4ba0-82b6-cf3000ea1dee,PyPI,Philipp Zumstein,^https?://pypi\.org/(project|search),3,,100,TRUE,4,gcsibv,11/3/2018 8:21,https://pypi.org,6311,United States,4172,https://pypi.org/help,https://pypi.org/project/website_monitor
R-Packages.js,Normal,24a10ebf-ada1-4b8d-8f76-5a29e24d3e78,R-Packages,Sebastian Karcher,(cran\..+|cloud\.r-project.org|/CRAN)/web/packages/,3,,150,TRUE,4,gcsibv,2/27/2018 7:48,https://cran.r-project.org/web/packages/available_packages_by_name...,6604,United States,4134,https://cran.r-project.org/web/packages,https://www.datacamp.com/community/tutorials/r-packages-guide
RDF.js,Normal,5e3ad958-ac79-463d-812b-a86a9235c28f,RDF,Simon Kornblith,rdf,2.1.9,,100,TRUE,1,gcsibv,10/7/2018 16:32,https://www.w3.org/RDF,3035,United States,2780,https://www.rdf.org,https://www.mod.gov.rw/home
REDALYC.js,Normal,d1ac3b4f-1aa7-4a76-a97e-cf3580a41c37,REDALYC,Sebastian Karcher,^https?://(www.)?redalyc\.(uaemex\.mx|org),3,,100,TRUE,4,gcsibv,6/4/2017 9:52,https://twitter.com/Redalyc,12,United States,8,https://sites.google.com/site/yealnusu/articulos-recomendados/redalyc,redalyc.academia.edu
RIS.js,Normal,32d59d2d-b65a-4da4-b0a3-bdd3cfb979e7,RIS,Simon Kornblith and Aurimas Vinckevicius,ris,3.0.4,,100,TRUE,3,gcsv,10/28/2017 9:11,https://turbotax.intuit.com/irs-filing,,,,https://ein.e-forms.us/application/ein-online,https://www1.ein-gov.us/EIN-Application/Service
RSC Publishing.js,Normal,ca0e7488-ef20-4485-8499-9c47e60dcfa7,RSC Publishing,Sebastian Karcher,^https?://(:?www\.|google\.)?pubs\.rsc\.org/,2.1.9,,100,TRUE,4,gcsb,6/20/2017 13:43,https://www.balboapress.com/SelfPublishing/NewAge,587620,United States,148317,https://www.lulu.com/book/publishing,https://info.dorrancepublishing.com/Submissions
Radio Free Europe  Radio Liberty.js,Normal,b1c90b99-2e1a-4374-a03b-92e45f1afc55,Radio Free Europe / Radio Liberty,Avram Lyon,^https?://(www\.rferl\.org/|www\.azatliq\.org/|www\.azattyq\.org/|rus\.azattyq\.org/|da\.azadiradio\.org/|pa\.azadiradio\.org/|www\.azattyk\.org/|www\.ozodi\.org/|www\.ozodlik\.org/|www\.evropaelire\.org/|www\.slobodnaevropa\.org/|www\.makdenes\.org/|www\.iraqhurr\.org/|www\.radiofarda\.com/|www\.azatutyun\.am/|www\.azadliq\.org/|www\.svaboda\.org/|www\.svoboda\.org/|www\.tavisupleba\.org/|www\.azathabar\.com/|www\.svobodanews\.ru/|www\.europalibera\.org/|www\.radiosvoboda\.org/),2.1.9,,100,TRUE,4,gcsbv,4/4/2014 10:15,https://www.lessonplanet.com,43780,United States,13755,https://www.rferl.org,https://www.facebook.com/rferl/?pnref=story
RePEc - Econpapers.js,Normal,411f9a8b-64f3-4465-b7df-a3c988b602f3,RePEc - Econpapers,Sebastian Karcher,^https?://econpapers\.repec\.org/,1.0.0b4.r1,,100,TRUE,4,gcsibv,12/27/2016 20:18,https://econpapers.repec.org,12925,United States,12209,repec.org,https://www.easycounter.com/report/econpapers.repec.org
RePEc - IDEAS.js,Normal,bd2e6136-d8e5-4f76-906b-0fbcd888dd63,RePEc - IDEAS,Philipp Zumstein,^https?://ideas\.repec\.org/,3,,100,TRUE,4,gcsibv,6/5/2017 7:38,https://ideas.repec.org,12925,United States,12209,https://ideas.repec.org/top,www.moreofit.com/similar-to/ideas.repec.org/Top_10_Sites_Like...
RefWorks Tagged.js,Normal,1a3506da-a303-4b0a-a1cd-f216e6138d86,RefWorks Tagged,"Simon Kornblith, Aurimas Vinckevicius, and Sebastian Karcher",txt,3.0.4,,100,TRUE,3,gcsv,6/21/2016 8:45,https://www.refworks.com/rwsingle/help/RefWorks_Tagged_Format.htm,67078,United States,37141,https://www.refworks.com,guides.hshsl.umaryland.edu/c.php?g=94035&p=608971
ReferBibIX.js,Normal,881f60f2-0802-411a-9228-ce5f47b64c7d,Refer/BibIX,Simon Kornblith,txt,2.1,,100,TRUE,3,gcsibv,6/3/2017 11:41,www.highya.com???€? Home & Garden,,,,https://www.endnote.com/filter_download/refer-bibix,math.ucdenver.edu/~ssantori/LiteratureSearchesAndOrganizingResults.pdf
Regeringskansliet.js,Normal,f7262c7d-a11c-4679-899c-bab8c21a19c6,Regeringskansliet,Isak Bergdahl,^https?://(www\.)?regeringen\.se/,2.1.9,,100,TRUE,4,gcsibv,4/15/2013 18:04,https://www.easycounter.com/report/regeringskansliet.se,6371,China,3830,https://www.regeringskansliet.se/tal/2018/12/nationellt-anforande...,lpaystation.com/regeringskansliet.se
ResearchGate.js,Normal,89ae6297-c0c4-45f7-943d-5174cf06339c,ResearchGate,Philipp Zumstein,^https?://www\.researchgate\.net/,3,,100,TRUE,4,gcsibv,11/26/2018 16:14,https://www.researchgate.net,150,China,128,https://en.wikipedia.org/wiki/ResearchGate,blogs.exeter.ac.uk/openresearchexeter/2013/11/06/74
Retsinformation.js,Normal,feef66bf-4b52-498f-a586-8e9a99dc07a0,Retsinformation,Roald Fr??sig,^https?://(www\.)?retsinformation\.dk/,3,,100,TRUE,4,gcsibv,2/24/2016 2:31,https://www.easytithe.com/church-giving/free-30-days,154900,United States,30050,https://www.webdoctx.com/www.retsinformation.dk,https://www.retsinformation.dk
Reuters.js,Normal,83979786-44af-494a-9ddb-46654e0486ef,Reuters,"Avram Lyon, Michael Berkowitz, Sebastian Karcher",^https?://\w+\.reuters\.com/,3,,100,TRUE,4,gcsibv,3/5/2018 19:27,https://www.reuters.com,653,United States,329,https://www.thomsonreuters.com,https://en.wikipedia.org/wiki/Reuters
Revues.org.js,Normal,87766765-919e-4d3b-9071-3dd7efe984c8,Revues.org,"Aurimas Vinckevicius, Pierre-Alain Mignot, and Michael Berkowitz",^https?://.*\.revues\.org,3,,100,TRUE,4,gcsibv,4/3/2014 18:55,https://website-builders.thetop10sites.com/Website_Builder/Compare,67558,United States,23784,https://www.top10bestwebsitehosting.com/Hosting/Reviews&Deals,en.wikipedia.org/wiki/Review_site
"Rock, Paper, Shotgun.js",Normal,5a5b1fcd-8491-4c56-84a7-5dba19fe2c02,"Rock, Paper, Shotgun",czar,^https?://(www\.)?rockpapershotgun\.(com|de),3,,100,TRUE,4,gcsibv,7/21/2018 1:56,https://www.rockpapershotgun.com,3240,United States,1134,https://www.rockpapershotgun.com/2018/09/29/recently-discovered...,www.isitdownrightnow.com/rockpapershotgun.com.html
Roll Call.js,Normal,d522149f-b776-413f-8aa4-ced13f59c759,Roll Call,Philipp Zumstein,^https?://(www\.|blogs\.)?rollcall\.com,3,,100,TRUE,4,gcsibv,6/4/2017 17:53,www.rollcall.com,29992,United States,6524,https://rollcall.website,https://en.wikipedia.org/wiki/Rollcall.com
SAE Papers.js,Normal,2c98b8e6-6138-4b60-a999-15e3a7c8cb4b,SAE Papers,Sebastian Karcher,^https?://(www|papers)\.sae\.org/,3,,100,TRUE,4,gcsibv,7/7/2017 5:40,https://www.sae.org/publications/technical-papers,33060,China,12508,https://www.sae.org,papers.sae.org/browse
SAGE Journals.js,Normal,908c1ca2-59b6-4ad8-b026-709b7b927bda,SAGE Journals,Sebastian Karcher,^https?://journals\.sagepub\.com(/doi/((abs|full)/)?10\.|/action/doSearch\?|/toc/),3,,100,TRUE,4,gcsibv,1/14/2018 20:53,https://journals.sagepub.com,1316,United States,1057,us.sagepub.com/en-us/nam/journals,us.sagepub.com
SAGE Knowledge.js,Normal,d21dcd90-c997-4e14-8fe0-353b8e19a47a,SAGE Knowledge,"ProQuest, Philipp Zumstein",^https?://sk\.sagepub\.com/,3,,100,TRUE,4,gcsibv,6/25/2017 19:38,https://freshservice.com/Knowledge-Base,24004,United States,10481,us.sagepub.com/en-us/nam/sage-knowledge,sk.sagepub.com
SFU IPinCH.js,Normal,7448d1d7-57e4-4685-b6e4-d4d9f7046fc2,SFU IPinCH,Aurimas Vinckevicius,^https?://[^/]*sfu\.ca/kbipinch/(records|browse|search)/,3,,100,TRUE,4,gcsibv,6/19/2013 10:30,www.sfu.ca/ipinch,,,,https://www.facebook.com/ipinchsfu,https://www.alexarwalker.com
SIRS Knowledge Source.js,Normal,d4cccbd1-a92f-4dd8-b636-74eb9e344441,SIRS Knowledge Source,ProQuest PME Team,^https?://([^/]+\.)?sks\.sirs\.com/,3,,100,TRUE,4,gcsib,2/2/2015 23:47,sks.sirs.com,150362,United States,29328,https://www.proquest.com/products-services/sirs_knowledge_source.html,stats.sirs.com/all-report.html
SORA.js,Normal,83d2ed27-40a5-4dc7-bd87-baddc8fb35da,SORA,Philipp Zumstein,^https?://sora\.unm\.edu/(node/|search/node/|advancedsearch\?),3,,100,TRUE,4,gcsbv,6/24/2017 15:08,https://meet.soraapp.com,254414,United States,46484,www.njsp.org/private-detective/sora.shtml,https://soraapp.com/home
SSOAR.js,Normal,d2959995-d0a2-4fb7-990f-16b671690e99,SSOAR,Philipp Zumstein,^https?://www\.ssoar\.info/,3,,100,TRUE,4,gcsv,6/15/2016 21:48,https://www.soarol.com,,,,https://soarworks.prainc.com,https://www.mytroop.us
SSRN.js,Normal,b61c224b-34b6-4bfd-8a76-a476e7092d43,SSRN,Sebastian Karcher,^https?://papers\.ssrn\.com/,3,,100,TRUE,4,gcsibv,2/16/2018 6:39,https://ssrn.com,8766,United States,4910,https://www.elsevier.com/solutions/ssrn,https://en.wikipedia.org/wiki/Social_Science_Research_Network
SVT Nyheter.js,Normal,4c6d887e-341d-4edb-b651-ea702a8918d7,SVT Nyheter,Sebastian Berlin,^https?://www\.svt\.se/nyheter/,3,,100,TRUE,4,gcisbv,8/13/2018 9:15,https://www.svt.se,5648,Sweden,20,https://twitter.com/svtnyheter,https://www.instagram.com/svtnyhetersormland
Sacramento Bee.js,Normal,82b534ea-abf0-4527-9d5d-48cd98a89ba5,Sacramento Bee,czar,^https?://(www\.)?sacbee\.com,3,,100,TRUE,4,gcsibv,7/9/2017 5:05,https://www.sacbee.com,10415,United States,2133,https://www.sacbee.com/site-services/databases/state-pay,https://en.wikipedia.org/wiki/Sacbee.com
Safari Books Online.js,Normal,ec491fc2-10b1-11e3-99d7-1bd4dc830245,Safari Books Online,Jeffrey Jones,^https?://([^/]+\.)?safaribooksonline\.[a-zA-Z]+/,3,,150,TRUE,4,gcsibv,6/24/2017 9:40,https://www.safaribooksonline.com,7720,United States,4274,isitdownrightnow.com/safaribooksonline.com.html,https://www.spl.org/.../books-and-ebooks/safari-books-online
Scholars Portal Journals.js,Normal,5ac0fd37-5578-4f82-8340-0e135b6336ee,Scholars Portal Journals,Bartek Kawula,^https?://journals\d?\.scholarsportal\.info/,3,,100,TRUE,4,gcsibv,6/24/2017 10:24,https://scholarsportal.info,67987,Canada,1562,https://journals.scholarsportal.info,https://www.trentu.ca/library/help/databases/scholars_portal_journals
Schweizer Radio und Fernsehen SRF.js,Normal,a8e51f4e-0372-42ad-81a8-bc3dcea6dc03,Schweizer Radio und Fernsehen SRF,"ibex, Sebastian Karcher",^https?://(www\.)?srf\.ch/sendungen/,3,,100,TRUE,4,gcsibv,6/24/2017 22:06,https://www.srf.ch,4837,Switzerland,15,https://www.srf.ch/play,https://business.facebook.com/srf.ch
SciELO.js,Normal,3eabecf9-663a-4774-a3e6-0790d2732eed,SciELO,Sebastian Karcher,^https?://(www\.)?(socialscience\.|proceedings\.|biodiversidade\.|caribbean\.|comciencia\.|inovacao\.|search\.)?(scielo|scielosp)\.,2.1.9,,100,TRUE,4,gcsibv,6/24/2017 11:53,www.scielo.org/php/index.php?lang=en,34639,Brazil,2183,https://www.scielo20.org/en,https://en.wikipedia.org/wiki/SciELO
ScienceDirect.js,Normal,b6d0a7a-d076-48ae-b2f0-b6de28b194e,ScienceDirect,Michael Berkowitz and Aurimas Vinckevicius,^https?://[^/]*science-?direct\.com[^/]*/((science/)?(article/|(journal|bookseries|book|handbook)/\d)|search\?|journal/[^/]+/vol),3,,100,TRUE,4,gcsibv,9/5/2018 1:23,https://www.sciencedirect.com,199,China,85,https://www.topsiteslike.com/sciencedirect.com,https://www.elsevier.com/solutions/sciencedirect
Scopus.js,Normal,a14ac3eb-64a0-4179-970c-92ecc2fec992,Scopus,"Michael Berkowitz, Rintze Zelle and Avram Lyon",^https?://www\.scopus\.com[^/]*,2.1,,100,TRUE,4,gcsib,9/26/2018 16:28,https://www.scopus.com/search/form.uri?display=basic,3330,China,1419,https://www.elsevier.com/solutions/scopus,guides.lib.umich.edu/citation/Scopus
Semantic Scholar.js,Normal,276cb34c-6861-4de7-a11d-c2e46fb8af28,Semantic Scholar,Guy Aglionby,^https?://(www[.])?semanticscholar\.org/(search|paper|author),3,,100,TRUE,4,gcsibv,9/11/2018 19:58,https://www.semanticscholar.org,1341,China,874,https://allenai.org/semantic-scholar,https://www.microsoft.com/.../03/Etzioni_Oren_SemanticScholar_JM.pdf
Silverchair.js,Normal,3bae3a55-f021-4b59-8a14-43701f336adf,Silverchair,Sebastian Karcher,/(article|volume|proceeding|searchresults|issue)\.aspx,3,,100,TRUE,4,gcsibv,11/12/2014 10:02,https://www.silverchair.com,9660,China,3710,chairpage.com,https://en.wikipedia.org/wiki/Silverchair
Slate.js,Normal,a667ae9e-186f-46d2-b824-d70064614668,Slate,Sebastian Karcher,^https?://(.*)slate\.com,2.1,,100,TRUE,4,gcsibv,12/27/2016 20:28,https://slate.com,1545,United States,411,https://en.wikipedia.org/wiki/Slate_(magazine),https://www.quora.com/How-credible-is-Slate-magazine
SlideShare.js,Normal,0cc8e259-106e-4793-8c26-6ec8114a9160,SlideShare,Michael Berkowitz,^https?://[^/]*slideshare\.net/,3,,100,TRUE,4,gcsibv,1/1/2017 15:33,https://www.slideshare.net,164,India,68,https://en.support.wordpress.com/slideshare,https://www.techwalla.com/.../how-to-download-a-ppt-from-slideshare
Spiegel Online.js,Normal,eef50507-c756-4081-86fd-700ae4ebf22e,Spiegel Online,Martin Meyerhoff,^https?://www\.spiegel\.de/,3,,100,TRUE,4,gcsibv,6/24/2017 17:08,https://jane.com,28564,United States,4393,https://www.spiegel.com,spiegelnyc.com
Springer Books.js,Normal,b38a44f4-b8af-4553-9edf-fba4d2598d6a,Springer Books,Jonathan Schulz,^https?://www\.springer\.com/\w\w/(book|search)\W,3,,100,TRUE,4,gcsibv,2/4/2018 17:10,https://www.springer.com/Holiday/Sale,436,China,172,http://www.amazon.com/books,https://www.springer.com/gp/products/books
Springer Link.js,Normal,d6c6210a-297c-4b2c-8c43-48cb503cc49e,Springer Link,Aurimas Vinckevicius,^https?://link\.springer\.com/(search(/page/\d+)?\?|(article|chapter|book|referenceworkentry|protocol|journal|referencework)/.+),3,,100,TRUE,4,gcsbv,8/19/2018 11:39,https://link.springer.com,436,China,172,https://www.springer.com/us,https://www.springerpub.com
Stanford Encyclopedia of Philosophy.js,Normal,5aabfa6e-79e6-4791-a9d2-46c9cb137561,Stanford Encyclopedia of Philosophy,Sebastian Karcher,^https?://plato\.stanford\.edu/(entries|search),2.1,,100,TRUE,4,gcsibv,7/5/2014 10:41,https://plato.stanford.edu,,,,https://www.quora.com/.../Stanford-Encyclopedia-of-Philosophy-website,https://en.wikipedia.org/wiki/Stanford_Encyclopedia_of_Philosophy
State Records Office of Western Australia.js,Normal,2b62db1e-1d49-4e2b-a409-a3f9f1870a41,State Records Office of Western Australia,Mike O'Connor,^https://archive\.sro\.wa\.gov\.au/,3,,100,TRUE,4,gcsibv,10/9/2018 15:42,www.sro.wa.gov.au,1234485,Australia,34595,https://en.wikipedia.org/.../State_Records_Office_of_Western_Australia,https://web.facebook.com/StateRecordsOfficeWA
Store norske leksikon.js,Normal,439c869c-c605-47b4-b330-157a23a4b4f3,Store norske leksikon,H??kon Malmedal,^https?://((sml|nbl|nkl)\.)?snl\.no/[^.],3,,100,TRUE,4,gcsibv,6/24/2017 20:57,https://twitter.com/storenorske,12,United States,8,https://en.wikipedia.org/wiki/Store_norske_leksikon,https://snl.no/Ivar_Aasen
Stuff.co.nz.js,Normal,631ff0c7-2e64-4279-a9c9-ad9518d40f2b,Stuff.co.nz,"Sopheak Hean (University of Waikato, Faculty of Education)",^https?://(www\.)?stuff\.co\.nz/,2.1.9,,100,TRUE,4,gcsibv,8/23/2014 5:56,https://www.stuff.co.nz,3201,New Zealand,8,stuffin.space,https://en.wikipedia.org/wiki/Stuff.co.nz
Sueddeutsche.de.js,Normal,2e4ebd19-83ab-4a56-8fa6-bcd52b576470,Sueddeutsche.de,Martin Meyerhoff,^https?://www\.sueddeutsche\.de,3,,100,TRUE,4,gcsibv,6/24/2017 21:03,https://www.sueddeutsche.de,2305,Germany,88,https://www.easycounter.com/report/sueddeutsche.de,www.isitdownrightnow.com/sueddeutsche.de.html
Summon 2.js,Normal,6c61897b-ca44-4ce6-87c1-2da68b44e6f7,Summon 2,Caistarrin Mystical and Aurimas Vinckevicius,^https?://([^/]+\.)?summon\.serialssolutions\.com/,4,,150,TRUE,4,gcsib,6/24/2017 21:11,www.uvic.ca???€? home???€? research help???€? research tips,,,,https://www.atlus.com/snight/2/story.html,https://www.atlus.com/devilsummoner2
Svenska Dagbladet.js,Normal,7adba17c-7e98-4a13-8325-e19383b09eab,Svenska Dagbladet,Sebastian Berlin,^https://www\.svd\.se/,3,,100,TRUE,4,gcsibv,8/31/2018 11:59,https://www.svd.se,11007,Sweden,53,www.isitdownrightnow.com/www.svd.se.html,https://www.reviewmaster.com/review/svd.se-reviews
Sveriges radio.js,Normal,caa8f42c-9dbf-446e-963b-6ee18e3133d2,Sveriges radio,Sebastian Berlin,^https?://sverigesradio\.se/sida/(artikel|sok).aspx,3,,100,TRUE,4,gcsibv,2/28/2018 13:17,https://sverigesradio.se,16109,Sweden,78,www.isitdownrightnow.com/sverigesradio.se.html,https://en.wikipedia.org/wiki/Swedish_Broadcasting_Corporation
TEI.js,Normal,032ae9b7-ab90-9205-a479-baf81f49184a,TEI,Stefan Majewski,xml,4.0.27,,25,TRUE,2,,11/18/2017 10:45,https://shop.bikini.com,277515,United States,80268,https://www.tei.org,www.tei-c.org
TV by the Numbers.js,Normal,180a62bf-efdd-4d38-8d85-8971af04dd85,TV by the Numbers,Sonali Gupta,^https?://tvbythenumbers\.zap2it\.com/,3,,100,TRUE,4,gcsibv,7/11/2017 19:01,https://tvbythenumbers.zap2it.com,9296,United States,2387,https://www.facebook.com/TVBTN,https://en.wikipedia.org/wiki/TV_by_the_Numbers
TVNZ.js,Normal,649c2836-a94d-4bbe-8e28-6771f283702f,TVNZ,Philipp Zumstein,^https?://(www\.)?tvnz\.co\.nz/one-news/,3,,100,TRUE,4,gcsibv,7/5/2017 6:37,https://www.tvnz.co.nz,16215,New Zealand,33,https://www.firstonetv.net/Live/New-Zealand/TVNZ-2-2,https://web.facebook.com/TVNZOnDemand
Tagesspiegel.js,Normal,374ac2a5-dd45-461e-bf1f-bf90c2eb7085,Tagesspiegel,"Martin Meyerhoff, Sebastian Karcher",^https?://www\.tagesspiegel\.de,3,,100,TRUE,4,gcsibv,1/28/2018 18:07,https://www.tagesspiegel.de,5883,Germany,182,https://www.instagram.com/tagesspiegel,https://www.easycounter.com/report/tagesspiegel.de
Talis Aspire.js,Normal,f16931f0-372e-4197-8927-05d2ba7599d8,Talis Aspire,Sebastian Karcher,^https?://([^/]+\.)?(((my)?reading|resource|lib|cyprus|)lists|aspire\.surrey|rl\.talis)\..+/(lists|items)/,3,,270,TRUE,4,gcsbv,6/28/2017 5:41,https://talis.com/reading-lists,19216,United Kingdom,818,https://talis.com,https://support.talis.com
TalisPrism.js,Normal,53f8d182-4edc-4eab-b5a1-141698a20202,TalisPrism,William Smith and Emma Reisz,/TalisPrism/(browseResults|doSearch|doOpenURLSearch),1.0.0b4.r5,,100,TRUE,4,gcsbv,2/27/2014 23:48,https://capitadiscovery.co.uk/worcs,51754,United Kingdom,1841,https://review.easycounter.com/Talisprism-Staffordshire-trust,https://www.easycounter.com/report/talisprism.boroughofpoole.com
Tatknigafund.js,Normal,f909cbda-2fac-4700-965f-6c0783b77eeb,Tatknigafund,Avram Lyon,^https?://www\.tatknigafund\.ru/books/,1.0.0b4.r1,,100,TRUE,4,gcsibv,8/6/2012 19:23,https://www.rnkws.net/www.tatknigafund.ru,1309468,United States,527818,https://review.easycounter.com/tatknigafund-fraud-report,https://www.easycounter.com/report/tatknigafund.ru
Tatpressa.ru.js,Normal,d76d3c94-ad87-4698-9433-6e31d6b3bf68,Tatpressa.ru,Avram Lyon,^https?://(www\.)?tatpressa\.ru/,2,,100,TRUE,4,gcsibv,1/1/2017 16:04,www.tatpressa.ru,522980,Russia,33405,https://review.easycounter.com/tatpressa-scam-report,tatpressa.ru.composesite.com
Taylor and Francis+NEJM.js,Normal,dac476e4-401d-430a-8571-a97c31c3b65e,Taylor and Francis+NEJM,Sebastian Karcher,^https?://(www\.)?(tandfonline\.com|nejm\.org),3,,100,TRUE,4,gcsibv,6/29/2017 5:39,https://taylorandfrancis.com,50414,China,17937,https://taylorandfrancis.com/journals,https://twitter.com/tandfmedicine
Tesis Doctorals en Xarxa.js,Normal,dd2d7c63-0c4b-4da4-b1d8-e72c7445c1e0,Tesis Doctorals en Xarxa,CSUC,^https?://(www\.)?(tdx\.cat|tesisenred\.net),3,,100,TRUE,4,gcsibv,3/11/2017 20:42,www.tesisenred.net,142077,Mexico,7913,https://www.easycounter.com/report/tdx.cat,https://www.easycounter.com/report/tesisenred.net
The Atlantic.js,Normal,575ba37f-c871-4ee8-8bdb-3e7f954e4e6a,The Atlantic,Sebastian Karcher,^https?://www\.theatlantic\.com,2.1.9,,100,TRUE,4,gcsib,12/27/2016 20:33,com-sub.info/atlanticmonthly,503561,United States,87358,https://www.theatlantic.com,https://en.wikipedia.org/wiki/The_Atlantic
The Australian.js,Normal,393afc28-212d-47dd-be87-ec51bc7a58a4,The Australian,Michael Berkowitz,^https?://(searchresults|www\.theaustralian)\.news\.com\.au/,1.0.0b3.r1,,100,TRUE,4,g,1/1/2017 16:55,http://australia-eta-visa.com,,,,http://www.Qantas.com,https://AustralianVisaAuthority.org
The Boston Globe.js,Normal,1f245496-4c1b-406a-8641-d286b3888231,The Boston Globe,"Adam Crymble, Frank Bennett, Sebastian Karcher",^https?://(www|search|articles|archive)\.boston\.com/,2.1.9,,100,TRUE,4,gcsibv,6/29/2017 18:49,https://www.bostonglobe.com,4395,United States,1059,https://www.boston.com,https://en.wikipedia.org/wiki/The_Boston_Globe
The Chronicle of Higher Education.js,Normal,1e6d1529-246f-4429-84e2-1f1b180b250d,The Chronicle of Higher Education,"Simon Kornblith, Avram Lyon",^https?://(www\.)?chronicle\.com/,2.1,,100,TRUE,4,gcsbv,6/30/2017 5:37,https://www.chronicle.com,14871,United States,3832,https://chroniclevitae.com,https://chroniclevitae.com/job_search/new
The Daily Beast.js,Normal,3bdaeab1-2200-4e18-a68a-430d1cd50d21,The Daily Beast,Philipp Zumstein,^https?://(.*)thedailybeast\.com,3,,100,TRUE,4,gcsibv,6/30/2017 6:10,https://www.thedailybeast.com,,,,Facebook???€? thedailybeast,https://en.wikipedia.org/wiki/The_Daily_Beast
The Economic Times.js,Normal,1a9a7ecf-01e9-4d5d-aa19-a7aa4010da83,The Economic Times,Sonali Gupta,^https?://economictimes\.indiatimes\.com,3,,100,TRUE,4,gcsibv,3/19/2017 15:14,https://economictimes.indiatimes.com,203,India,11,https://economictimes.indiatimes.com/topic/website,contactnumberof.com/newspapers/the-economic-times-newspaper-delhi...
The Economist.js,Normal,6ec8008d-b206-4a4c-8d0a-8ef33807703b,The Economist,Michael Berkowitz,^https?://(www\.)?economist\.com/,3,,100,TRUE,4,gcsibv,11/28/2017 13:38,https://subscription.economist.com/12issues/12dollars,2657,United States,1357,subscribe.com-sub.info/TheEconomist,https://www.economist.com
The Free Dictionary.js,Normal,0c661209-5ec8-402b-8f18-7dec6ae37d95,The Free Dictionary,Michael Berkowitz,^https?://(.*\.)?thefreedictionary\.com/\w+$,1.0.0b4.r5,,100,TRUE,4,gcsbv,7/10/2017 15:21,https://biz.yelp.com/Free-Dictionary,211,United States,47,www.thefreedictionary.com,https://www.merriam-webster.com
The Globe and Mail.js,Normal,e0234bcf-bc56-4577-aa94-fe86a27f6fd6,The Globe and Mail,Sonali Gupta,^https?://www\.theglobeandmail\.com/,3,,100,TRUE,4,gcsibv,4/29/2017 17:01,https://www.theglobeandmail.com,3812,Canada,93,www.facebook.com/theglobeandmail,https://web.facebook.com/theglobeandmail
The Guardian.js,Normal,8e11559d-60f0-4a7f-bb91-99ac0c5a2d63,The Guardian,Philipp Zumstein,^https?://(www\.)?(guardian\.co\.uk|theguardian\.com),3,,100,TRUE,4,gcsibv,8/11/2018 14:15,go.medicalguardian.com/MedicalGuardian/1-Free-Month,441277,United States,88864,https://www.theguardian.com,www.theguardianherd.com
The Hamilton Spectator.js,Normal,c9338ed5-b512-4967-8ffe-ab9c973559ef,The Hamilton Spectator,Philipp Zumstein,^https?://www\.thespec\.com,3,,100,TRUE,4,gcsibv,7/10/2017 15:23,https://www.thespec.com,,,,Twitter???€? @thespec,https://en.wikipedia.org/wiki/The_Hamilton_Spectator
The Hindu (old).js,Normal,9499c586-d672-42d6-9ec4-ee9594dcc571,The Hindu (old),Prashant Iyengar and Michael Berkowitz,^https?://(www\.)?thehindu\.com/lr/,1.0.0b4.r5,,100,TRUE,4,gcsibv,7/10/2017 15:25,https://www.thehindu.com,1336,India,106,www.editorialwords.com???€? Editorials (The Hindu),https://www.quora.com/How-can-I-get-a-PDF-of-The-Hindu-newspaper-daily
The Hindu.js,Normal,06142d59-fa9c-48c3-982b-6e7c67d3d6b8,The Hindu,Philipp Zumstein,^https?://www\.thehindu\.com/,3,,100,TRUE,4,gcsibv,7/5/2017 10:59,https://www.thehindu.com,1336,India,106,https://www.hinduwebsite.com,https://hinduwebsite.com/hinduindex.asp
The Intercept.js,Normal,455fe24a-f7e8-4546-81d2-ad4f9aa10487,The Intercept,czar,^https?://(www\.)?theintercept\.com,3,,100,TRUE,4,gcsibv,4/15/2018 16:59,https://theintercept.com,8091,United States,2646,https://en.wikipedia.org/wiki/The_Intercept,https://www.ajc.com/news/local/what-the-intercept-the-website-that...
